t	θ	uncertainty T	uncertainty A
28.15	-0.083	0.02	0.009
28.19	-0.088	0.02	0.009
28.22	-0.086	0.02	0.009
28.25	-0.080	0.02	0.009
28.29	-0.068	0.02	0.009
28.32	-0.053	0.02	0.009
28.35	-0.032	0.02	0.009
28.39	-0.010	0.02	0.009
28.42	0.012	0.02	0.009
28.45	0.032	0.02	0.009
28.49	0.051	0.02	0.009
28.52	0.068	0.02	0.009
28.55	0.080	0.02	0.009
28.59	0.086	0.02	0.009
28.62	0.087	0.02	0.009
28.65	0.083	0.02	0.009
28.69	0.074	0.02	0.009
28.72	0.060	0.02	0.009
28.75	0.042	0.02	0.009
28.79	0.022	0.02	0.009
28.82	0.000	0.02	0.009
28.85	-0.022	0.02	0.009
28.89	-0.043	0.02	0.009
28.92	-0.061	0.02	0.009
28.95	-0.074	0.02	0.009
28.99	-0.082	0.02	0.009
29.02	-0.087	0.02	0.009
29.05	-0.084	0.02	0.009
29.09	-0.078	0.02	0.009
29.12	-0.066	0.02	0.009
29.15	-0.051	0.02	0.009
29.19	-0.029	0.02	0.009
29.22	-0.007	0.02	0.009
29.25	0.015	0.02	0.009
29.29	0.036	0.02	0.009
29.32	0.054	0.02	0.009
29.35	0.069	0.02	0.009
29.38	0.080	0.02	0.009
29.42	0.085	0.02	0.009
29.45	0.086	0.02	0.009
29.48	0.081	0.02	0.009
29.52	0.071	0.02	0.009
29.55	0.058	0.02	0.009
29.58	0.040	0.02	0.009
29.62	0.019	0.02	0.009
29.65	-0.002	0.02	0.009
29.68	-0.023	0.02	0.009
29.72	-0.044	0.02	0.009
29.75	-0.062	0.02	0.009
29.78	-0.076	0.02	0.009
29.82	-0.085	0.02	0.009
29.85	-0.085	0.02	0.009
29.88	-0.082	0.02	0.009
29.92	-0.076	0.02	0.009
29.95	-0.063	0.02	0.009
29.98	-0.046	0.02	0.009
30.02	-0.026	0.02	0.009
30.05	-0.004	0.02	0.009
30.08	0.017	0.02	0.009
30.12	0.038	0.02	0.009
30.15	0.054	0.02	0.009
30.18	0.069	0.02	0.009
30.22	0.079	0.02	0.009
30.25	0.084	0.02	0.009
30.28	0.083	0.02	0.009
30.32	0.079	0.02	0.009
30.35	0.068	0.02	0.009
30.38	0.054	0.02	0.009
30.42	0.036	0.02	0.009
30.45	0.016	0.02	0.009
30.48	-0.005	0.02	0.009
30.52	-0.026	0.02	0.009
30.55	-0.044	0.02	0.009
30.58	-0.062	0.02	0.009
30.61	-0.074	0.02	0.009
30.65	-0.081	0.02	0.009
30.68	-0.085	0.02	0.009
30.71	-0.082	0.02	0.009
30.75	-0.071	0.02	0.009
30.78	-0.058	0.02	0.009
30.81	-0.043	0.02	0.009
30.85	-0.023	0.02	0.009
30.88	-0.002	0.02	0.009
30.91	0.019	0.02	0.009
30.95	0.039	0.02	0.009
30.98	0.056	0.02	0.009
31.01	0.069	0.02	0.009
31.05	0.079	0.02	0.009
31.08	0.083	0.02	0.009
31.11	0.083	0.02	0.009
31.15	0.077	0.02	0.009
31.18	0.067	0.02	0.009
31.21	0.053	0.02	0.009
31.25	0.034	0.02	0.009
31.28	0.014	0.02	0.009
31.31	-0.006	0.02	0.009
31.35	-0.027	0.02	0.009
31.38	-0.045	0.02	0.009
31.41	-0.062	0.02	0.009
31.45	-0.073	0.02	0.009
31.48	-0.080	0.02	0.009
31.51	-0.083	0.02	0.009
31.55	-0.079	0.02	0.009
31.58	-0.068	0.02	0.009
31.61	-0.056	0.02	0.009
31.65	-0.040	0.02	0.009
31.68	-0.021	0.02	0.009
31.71	0.000	0.02	0.009
31.74	0.021	0.02	0.009
31.78	0.039	0.02	0.009
31.81	0.056	0.02	0.009
31.84	0.069	0.02	0.009
31.88	0.077	0.02	0.009
31.91	0.081	0.02	0.009
31.94	0.080	0.02	0.009
31.98	0.074	0.02	0.009
32.01	0.063	0.02	0.009
32.04	0.049	0.02	0.009
32.08	0.030	0.02	0.009
32.11	0.011	0.02	0.009
32.14	-0.009	0.02	0.009
32.18	-0.029	0.02	0.009
32.21	-0.047	0.02	0.009
32.24	-0.063	0.02	0.009
32.28	-0.073	0.02	0.009
32.31	-0.080	0.02	0.009
32.34	-0.082	0.02	0.009
32.38	-0.078	0.02	0.009
32.41	-0.068	0.02	0.009
32.44	-0.055	0.02	0.009
32.48	-0.039	0.02	0.009
32.51	-0.018	0.02	0.009
32.54	0.002	0.02	0.009
32.58	0.022	0.02	0.009
32.61	0.041	0.02	0.009
32.64	0.057	0.02	0.009
32.68	0.069	0.02	0.009
32.71	0.077	0.02	0.009
32.74	0.079	0.02	0.009
32.78	0.077	0.02	0.009
32.81	0.071	0.02	0.009
32.84	0.060	0.02	0.009
32.87	0.046	0.02	0.009
32.91	0.028	0.02	0.009
32.94	0.008	0.02	0.009
32.97	-0.012	0.02	0.009
33.01	-0.030	0.02	0.009
33.04	-0.049	0.02	0.009
33.07	-0.062	0.02	0.009
33.11	-0.074	0.02	0.009
33.14	-0.080	0.02	0.009
33.17	-0.080	0.02	0.009
33.21	-0.075	0.02	0.009
33.24	-0.063	0.02	0.009
33.27	-0.050	0.02	0.009
33.31	-0.034	0.02	0.009
33.34	-0.014	0.02	0.009
33.37	0.005	0.02	0.009
33.41	0.025	0.02	0.009
33.44	0.042	0.02	0.009
33.47	0.056	0.02	0.009
33.51	0.068	0.02	0.009
33.54	0.076	0.02	0.009
33.57	0.077	0.02	0.009
33.61	0.075	0.02	0.009
33.64	0.068	0.02	0.009
33.67	0.057	0.02	0.009
33.71	0.042	0.02	0.009
33.74	0.025	0.02	0.009
33.77	0.006	0.02	0.009
33.81	-0.013	0.02	0.009
33.84	-0.032	0.02	0.009
33.87	-0.049	0.02	0.009
33.91	-0.064	0.02	0.009
33.94	-0.073	0.02	0.009
33.97	-0.078	0.02	0.009
34.01	-0.078	0.02	0.009
34.04	-0.073	0.02	0.009
34.07	-0.062	0.02	0.009
34.10	-0.048	0.02	0.009
34.14	-0.032	0.02	0.009
34.17	-0.013	0.02	0.009
34.20	0.007	0.02	0.009
34.24	0.026	0.02	0.009
34.27	0.043	0.02	0.009
34.30	0.057	0.02	0.009
34.34	0.068	0.02	0.009
34.37	0.075	0.02	0.009
34.40	0.077	0.02	0.009
34.44	0.074	0.02	0.009
34.47	0.067	0.02	0.009
34.50	0.055	0.02	0.009
34.54	0.041	0.02	0.009
34.57	0.023	0.02	0.009
34.60	0.004	0.02	0.009
34.64	-0.015	0.02	0.009
34.67	-0.033	0.02	0.009
34.70	-0.049	0.02	0.009
34.74	-0.063	0.02	0.009
34.77	-0.072	0.02	0.009
34.80	-0.077	0.02	0.009
34.84	-0.075	0.02	0.009
34.87	-0.070	0.02	0.009
34.90	-0.059	0.02	0.009
34.94	-0.045	0.02	0.009
34.97	-0.029	0.02	0.009
35.00	-0.010	0.02	0.009
35.04	0.010	0.02	0.009
35.07	0.028	0.02	0.009
35.10	0.044	0.02	0.009
35.14	0.057	0.02	0.009
35.17	0.068	0.02	0.009
35.20	0.073	0.02	0.009
35.24	0.075	0.02	0.009
35.27	0.071	0.02	0.009
35.30	0.063	0.02	0.009
35.34	0.052	0.02	0.009
35.37	0.037	0.02	0.009
35.40	0.020	0.02	0.009
35.43	0.001	0.02	0.009
35.47	-0.018	0.02	0.009
35.50	-0.035	0.02	0.009
35.53	-0.050	0.02	0.009
35.57	-0.064	0.02	0.009
35.60	-0.072	0.02	0.009
35.63	-0.076	0.02	0.009
35.67	-0.074	0.02	0.009
35.70	-0.068	0.02	0.009
35.73	-0.058	0.02	0.009
35.77	-0.043	0.02	0.009
35.80	-0.026	0.02	0.009
35.83	-0.007	0.02	0.009
35.87	0.011	0.02	0.009
35.90	0.029	0.02	0.009
35.93	0.045	0.02	0.009
35.97	0.058	0.02	0.009
36.00	0.067	0.02	0.009
36.03	0.072	0.02	0.009
36.07	0.072	0.02	0.009
36.10	0.069	0.02	0.009
36.13	0.061	0.02	0.009
36.17	0.049	0.02	0.009
36.20	0.034	0.02	0.009
36.23	0.017	0.02	0.009
36.27	-0.001	0.02	0.009
36.30	-0.019	0.02	0.009
36.33	-0.036	0.02	0.009
36.37	-0.050	0.02	0.009
36.40	-0.063	0.02	0.009
36.43	-0.071	0.02	0.009
36.47	-0.074	0.02	0.009
36.50	-0.071	0.02	0.009
36.53	-0.065	0.02	0.009
36.56	-0.054	0.02	0.009
36.60	-0.040	0.02	0.009
36.63	-0.023	0.02	0.009
36.66	-0.005	0.02	0.009
36.70	0.013	0.02	0.009
36.73	0.031	0.02	0.009
36.76	0.045	0.02	0.009
36.80	0.058	0.02	0.009
36.83	0.066	0.02	0.009
36.86	0.071	0.02	0.009
36.90	0.071	0.02	0.009
36.93	0.066	0.02	0.009
36.96	0.058	0.02	0.009
37.00	0.046	0.02	0.009
37.03	0.032	0.02	0.009
37.06	0.015	0.02	0.009
37.10	-0.003	0.02	0.009
37.13	-0.022	0.02	0.009
37.16	-0.037	0.02	0.009
37.20	-0.052	0.02	0.009
37.23	-0.063	0.02	0.009
37.26	-0.070	0.02	0.009
37.30	-0.072	0.02	0.009
37.33	-0.069	0.02	0.009
37.36	-0.062	0.02	0.009
37.40	-0.050	0.02	0.009
37.43	-0.036	0.02	0.009
37.46	-0.021	0.02	0.009
37.50	-0.003	0.02	0.009
37.53	0.016	0.02	0.009
37.56	0.032	0.02	0.009
37.60	0.046	0.02	0.009
37.63	0.058	0.02	0.009
37.66	0.066	0.02	0.009
37.70	0.070	0.02	0.009
37.73	0.070	0.02	0.009
37.76	0.065	0.02	0.009
37.79	0.056	0.02	0.009
37.83	0.044	0.02	0.009
37.86	0.030	0.02	0.009
37.89	0.013	0.02	0.009
37.93	-0.004	0.02	0.009
37.96	-0.021	0.02	0.009
37.99	-0.038	0.02	0.009
38.03	-0.052	0.02	0.009
38.06	-0.061	0.02	0.009
38.09	-0.068	0.02	0.009
38.13	-0.070	0.02	0.009
38.16	-0.067	0.02	0.009
38.19	-0.058	0.02	0.009
38.23	-0.047	0.02	0.009
38.26	-0.034	0.02	0.009
38.29	-0.019	0.02	0.009
38.33	0.000	0.02	0.009
38.36	0.017	0.02	0.009
38.39	0.033	0.02	0.009
38.43	0.046	0.02	0.009
38.46	0.057	0.02	0.009
38.49	0.064	0.02	0.009
38.53	0.068	0.02	0.009
38.56	0.067	0.02	0.009
38.59	0.062	0.02	0.009
38.63	0.053	0.02	0.009
38.66	0.041	0.02	0.009
38.69	0.026	0.02	0.009
38.73	0.009	0.02	0.009
38.76	-0.008	0.02	0.009
38.79	-0.024	0.02	0.009
38.83	-0.040	0.02	0.009
38.86	-0.053	0.02	0.009
38.89	-0.061	0.02	0.009
38.92	-0.066	0.02	0.009
38.96	-0.068	0.02	0.009
38.99	-0.065	0.02	0.009
39.02	-0.056	0.02	0.009
39.06	-0.044	0.02	0.009
39.09	-0.031	0.02	0.009
39.12	-0.015	0.02	0.009
39.16	0.003	0.02	0.009
39.19	0.019	0.02	0.009
39.22	0.035	0.02	0.009
39.26	0.048	0.02	0.009
39.29	0.058	0.02	0.009
39.32	0.064	0.02	0.009
39.36	0.067	0.02	0.009
39.39	0.065	0.02	0.009
39.42	0.059	0.02	0.009
39.46	0.051	0.02	0.009
39.49	0.039	0.02	0.009
39.52	0.024	0.02	0.009
39.56	0.008	0.02	0.009
39.59	-0.009	0.02	0.009
39.62	-0.025	0.02	0.009
39.66	-0.041	0.02	0.009
39.69	-0.052	0.02	0.009
39.72	-0.060	0.02	0.009
39.76	-0.065	0.02	0.009
39.79	-0.064	0.02	0.009
39.82	-0.061	0.02	0.009
39.86	-0.054	0.02	0.009
39.89	-0.042	0.02	0.009
39.92	-0.029	0.02	0.009
39.96	-0.012	0.02	0.009
39.99	0.004	0.02	0.009
40.02	0.021	0.02	0.009
40.06	0.035	0.02	0.009
40.09	0.048	0.02	0.009
40.12	0.057	0.02	0.009
40.15	0.063	0.02	0.009
40.19	0.065	0.02	0.009
40.22	0.062	0.02	0.009
40.25	0.057	0.02	0.009
40.29	0.047	0.02	0.009
40.32	0.035	0.02	0.009
40.35	0.020	0.02	0.009
40.39	0.004	0.02	0.009
40.42	-0.012	0.02	0.009
40.45	-0.027	0.02	0.009
40.49	-0.042	0.02	0.009
40.52	-0.053	0.02	0.009
40.55	-0.060	0.02	0.009
40.59	-0.066	0.02	0.009
40.62	-0.064	0.02	0.009
40.65	-0.060	0.02	0.009
40.69	-0.053	0.02	0.009
40.72	-0.041	0.02	0.009
40.75	-0.025	0.02	0.009
40.79	-0.010	0.02	0.009
40.82	0.006	0.02	0.009
40.85	0.021	0.02	0.009
40.89	0.036	0.02	0.009
40.92	0.048	0.02	0.009
40.95	0.056	0.02	0.009
40.99	0.062	0.02	0.009
41.02	0.062	0.02	0.009
41.05	0.060	0.02	0.009
41.09	0.054	0.02	0.009
41.12	0.044	0.02	0.009
41.15	0.032	0.02	0.009
41.19	0.017	0.02	0.009
41.22	0.002	0.02	0.009
41.25	-0.014	0.02	0.009
41.29	-0.029	0.02	0.009
41.32	-0.042	0.02	0.009
41.35	-0.053	0.02	0.009
41.38	-0.059	0.02	0.009
41.42	-0.063	0.02	0.009
41.45	-0.061	0.02	0.009
41.48	-0.057	0.02	0.009
41.52	-0.047	0.02	0.009
41.55	-0.035	0.02	0.009
41.58	-0.022	0.02	0.009
41.62	-0.007	0.02	0.009
41.65	0.009	0.02	0.009
41.68	0.024	0.02	0.009
41.72	0.037	0.02	0.009
41.75	0.048	0.02	0.009
41.78	0.056	0.02	0.009
41.82	0.060	0.02	0.009
41.85	0.061	0.02	0.009
41.88	0.058	0.02	0.009
41.92	0.051	0.02	0.009
41.95	0.041	0.02	0.009
41.98	0.029	0.02	0.009
42.02	0.015	0.02	0.009
42.05	0.000	0.02	0.009
42.08	-0.016	0.02	0.009
42.12	-0.030	0.02	0.009
42.15	-0.043	0.02	0.009
42.18	-0.052	0.02	0.009
42.22	-0.058	0.02	0.009
42.25	-0.062	0.02	0.009
42.28	-0.060	0.02	0.009
42.32	-0.056	0.02	0.009
42.35	-0.045	0.02	0.009
42.38	-0.034	0.02	0.009
42.42	-0.020	0.02	0.009
42.45	-0.006	0.02	0.009
42.48	0.010	0.02	0.009
42.51	0.025	0.02	0.009
42.55	0.037	0.02	0.009
42.58	0.047	0.02	0.009
42.61	0.055	0.02	0.009
42.65	0.059	0.02	0.009
42.68	0.058	0.02	0.009
42.71	0.055	0.02	0.009
42.75	0.048	0.02	0.009
42.78	0.038	0.02	0.009
42.81	0.026	0.02	0.009
42.85	0.012	0.02	0.009
42.88	-0.003	0.02	0.009
42.91	-0.017	0.02	0.009
42.95	-0.031	0.02	0.009
42.98	-0.044	0.02	0.009
43.01	-0.052	0.02	0.009
43.05	-0.058	0.02	0.009
43.08	-0.060	0.02	0.009
43.11	-0.059	0.02	0.009
43.15	-0.053	0.02	0.009
43.18	-0.043	0.02	0.009
43.21	-0.031	0.02	0.009
43.25	-0.018	0.02	0.009
43.28	-0.003	0.02	0.009
43.31	0.012	0.02	0.009
43.35	0.027	0.02	0.009
43.38	0.038	0.02	0.009
43.41	0.048	0.02	0.009
43.45	0.055	0.02	0.009
43.48	0.058	0.02	0.009
43.51	0.057	0.02	0.009
43.55	0.054	0.02	0.009
43.58	0.047	0.02	0.009
43.61	0.037	0.02	0.009
43.65	0.024	0.02	0.009
43.68	0.010	0.02	0.009
43.71	-0.004	0.02	0.009
43.74	-0.019	0.02	0.009
43.78	-0.032	0.02	0.009
43.81	-0.043	0.02	0.009
43.84	-0.052	0.02	0.009
43.88	-0.057	0.02	0.009
43.91	-0.058	0.02	0.009
43.94	-0.056	0.02	0.009
43.98	-0.050	0.02	0.009
44.01	-0.041	0.02	0.009
44.04	-0.029	0.02	0.009
44.08	-0.016	0.02	0.009
44.11	-0.001	0.02	0.009
44.14	0.013	0.02	0.009
44.18	0.027	0.02	0.009
44.21	0.039	0.02	0.009
44.24	0.048	0.02	0.009
44.28	0.054	0.02	0.009
44.31	0.057	0.02	0.009
44.34	0.055	0.02	0.009
44.38	0.051	0.02	0.009
44.41	0.044	0.02	0.009
44.44	0.034	0.02	0.009
44.48	0.022	0.02	0.009
44.51	0.008	0.02	0.009
44.54	-0.006	0.02	0.009
44.58	-0.020	0.02	0.009
44.61	-0.033	0.02	0.009
44.64	-0.043	0.02	0.009
44.68	-0.051	0.02	0.009
44.71	-0.056	0.02	0.009
44.74	-0.057	0.02	0.009
44.78	-0.055	0.02	0.009
44.81	-0.048	0.02	0.009
44.84	-0.038	0.02	0.009
44.88	-0.027	0.02	0.009
44.91	-0.014	0.02	0.009
44.94	0.001	0.02	0.009
44.97	0.016	0.02	0.009
45.01	0.028	0.02	0.009
45.04	0.039	0.02	0.009
45.07	0.047	0.02	0.009
45.11	0.052	0.02	0.009
45.14	0.054	0.02	0.009
45.17	0.053	0.02	0.009
45.21	0.049	0.02	0.009
45.24	0.041	0.02	0.009
45.27	0.031	0.02	0.009
45.31	0.019	0.02	0.009
45.34	0.005	0.02	0.009
45.37	-0.009	0.02	0.009
45.41	-0.022	0.02	0.009
45.44	-0.034	0.02	0.009
45.47	-0.044	0.02	0.009
45.51	-0.052	0.02	0.009
45.54	-0.056	0.02	0.009
45.57	-0.057	0.02	0.009
45.61	-0.054	0.02	0.009
45.64	-0.047	0.02	0.009
45.67	-0.037	0.02	0.009
45.71	-0.025	0.02	0.009
45.74	-0.011	0.02	0.009
45.77	0.003	0.02	0.009
45.81	0.017	0.02	0.009
45.84	0.030	0.02	0.009
45.87	0.040	0.02	0.009
45.91	0.047	0.02	0.009
45.94	0.052	0.02	0.009
45.97	0.053	0.02	0.009
46.01	0.052	0.02	0.009
46.04	0.047	0.02	0.009
46.07	0.039	0.02	0.009
46.10	0.029	0.02	0.009
46.14	0.017	0.02	0.009
46.17	0.004	0.02	0.009
46.20	-0.010	0.02	0.009
46.24	-0.022	0.02	0.009
46.27	-0.035	0.02	0.009
46.30	-0.044	0.02	0.009
46.34	-0.049	0.02	0.009
46.37	-0.053	0.02	0.009
46.40	-0.053	0.02	0.009
46.44	-0.049	0.02	0.009
46.47	-0.040	0.02	0.009
46.50	-0.033	0.02	0.009
46.54	-0.021	0.02	0.009
46.57	-0.007	0.02	0.009
46.60	0.006	0.02	0.009
46.64	0.019	0.02	0.009
46.67	0.031	0.02	0.009
46.70	0.040	0.02	0.009
46.74	0.047	0.02	0.009
46.77	0.051	0.02	0.009
46.80	0.053	0.02	0.009
46.84	0.051	0.02	0.009
46.87	0.046	0.02	0.009
46.90	0.037	0.02	0.009
46.94	0.027	0.02	0.009
46.97	0.015	0.02	0.009
47.00	0.002	0.02	0.009
47.04	-0.011	0.02	0.009
47.07	-0.024	0.02	0.009
47.10	-0.033	0.02	0.009
47.14	-0.044	0.02	0.009
47.17	-0.048	0.02	0.009
47.20	-0.051	0.02	0.009
47.24	-0.049	0.02	0.009
47.27	-0.044	0.02	0.009
47.30	-0.039	0.02	0.009
47.33	-0.028	0.02	0.009
47.37	-0.017	0.02	0.009
47.40	-0.005	0.02	0.009
47.43	0.008	0.02	0.009
47.47	0.021	0.02	0.009
47.50	0.032	0.02	0.009
47.53	0.041	0.02	0.009
47.57	0.048	0.02	0.009
47.60	0.052	0.02	0.009
47.63	0.052	0.02	0.009
47.67	0.049	0.02	0.009
47.70	0.044	0.02	0.009
47.73	0.035	0.02	0.009
47.77	0.025	0.02	0.009
47.80	0.013	0.02	0.009
47.83	0.001	0.02	0.009
47.87	-0.012	0.02	0.009
47.90	-0.025	0.02	0.009
47.93	-0.034	0.02	0.009
47.97	-0.043	0.02	0.009
48.00	-0.049	0.02	0.009
48.03	-0.050	0.02	0.009
48.07	-0.050	0.02	0.009
48.10	-0.045	0.02	0.009
48.13	-0.037	0.02	0.009
48.17	-0.026	0.02	0.009
48.20	-0.016	0.02	0.009
48.23	-0.003	0.02	0.009
48.27	0.010	0.02	0.009
48.30	0.022	0.02	0.009
48.33	0.033	0.02	0.009
48.37	0.041	0.02	0.009
48.40	0.047	0.02	0.009
48.43	0.050	0.02	0.009
48.47	0.050	0.02	0.009
48.50	0.047	0.02	0.009
48.53	0.041	0.02	0.009
48.56	0.033	0.02	0.009
48.60	0.022	0.02	0.009
48.63	0.010	0.02	0.009
48.66	-0.002	0.02	0.009
48.70	-0.014	0.02	0.009
48.73	-0.026	0.02	0.009
48.76	-0.035	0.02	0.009
48.80	-0.042	0.02	0.009
48.83	-0.046	0.02	0.009
48.86	-0.048	0.02	0.009
48.90	-0.045	0.02	0.009
48.93	-0.041	0.02	0.009
48.96	-0.035	0.02	0.009
49.00	-0.024	0.02	0.009
49.03	-0.013	0.02	0.009
49.06	-0.001	0.02	0.009
49.10	0.012	0.02	0.009
49.13	0.023	0.02	0.009
49.16	0.033	0.02	0.009
49.20	0.041	0.02	0.009
49.23	0.046	0.02	0.009
49.26	0.048	0.02	0.009
49.30	0.048	0.02	0.009
49.33	0.044	0.02	0.009
49.36	0.038	0.02	0.009
49.40	0.030	0.02	0.009
49.43	0.020	0.02	0.009
49.46	0.008	0.02	0.009
49.50	-0.004	0.02	0.009
49.53	-0.016	0.02	0.009
49.56	-0.026	0.02	0.009
49.60	-0.036	0.02	0.009
49.63	-0.043	0.02	0.009
49.66	-0.047	0.02	0.009
49.69	-0.049	0.02	0.009
49.73	-0.045	0.02	0.009
49.76	-0.040	0.02	0.009
49.79	-0.032	0.02	0.009
49.83	-0.022	0.02	0.009
49.86	-0.011	0.02	0.009
49.89	0.001	0.02	0.009
49.93	0.013	0.02	0.009
49.96	0.024	0.02	0.009
49.99	0.034	0.02	0.009
50.03	0.041	0.02	0.009
50.06	0.046	0.02	0.009
50.09	0.047	0.02	0.009
50.13	0.046	0.02	0.009
50.16	0.043	0.02	0.009
50.19	0.036	0.02	0.009
50.23	0.028	0.02	0.009
50.26	0.018	0.02	0.009
50.29	0.006	0.02	0.009
50.33	-0.005	0.02	0.009
50.36	-0.016	0.02	0.009
50.39	-0.027	0.02	0.009
50.43	-0.036	0.02	0.009
50.46	-0.041	0.02	0.009
50.49	-0.045	0.02	0.009
50.53	-0.045	0.02	0.009
50.56	-0.042	0.02	0.009
50.59	-0.038	0.02	0.009
50.63	-0.029	0.02	0.009
50.66	-0.019	0.02	0.009
50.69	-0.008	0.02	0.009
50.73	0.003	0.02	0.009
50.76	0.015	0.02	0.009
50.79	0.025	0.02	0.009
50.83	0.034	0.02	0.009
50.86	0.041	0.02	0.009
50.89	0.045	0.02	0.009
50.92	0.047	0.02	0.009
50.96	0.045	0.02	0.009
50.99	0.041	0.02	0.009
51.02	0.034	0.02	0.009
51.06	0.026	0.02	0.009
51.09	0.016	0.02	0.009
51.12	0.005	0.02	0.009
51.16	-0.007	0.02	0.009
51.19	-0.017	0.02	0.009
51.22	-0.028	0.02	0.009
51.26	-0.035	0.02	0.009
51.29	-0.040	0.02	0.009
51.32	-0.043	0.02	0.009
51.36	-0.044	0.02	0.009
51.39	-0.040	0.02	0.009
51.42	-0.035	0.02	0.009
51.46	-0.026	0.02	0.009
51.49	-0.017	0.02	0.009
51.52	-0.006	0.02	0.009
51.56	0.006	0.02	0.009
51.59	0.016	0.02	0.009
51.62	0.026	0.02	0.009
51.66	0.034	0.02	0.009
51.69	0.040	0.02	0.009
51.72	0.044	0.02	0.009
51.76	0.045	0.02	0.009
51.79	0.043	0.02	0.009
51.82	0.039	0.02	0.009
51.86	0.032	0.02	0.009
51.89	0.024	0.02	0.009
51.92	0.014	0.02	0.009
51.96	0.003	0.02	0.009
51.99	-0.008	0.02	0.009
52.02	-0.019	0.02	0.009
52.06	-0.028	0.02	0.009
52.09	-0.035	0.02	0.009
52.12	-0.040	0.02	0.009
52.15	-0.042	0.02	0.009
52.19	-0.043	0.02	0.009
52.22	-0.039	0.02	0.009
52.25	-0.034	0.02	0.009
52.29	-0.025	0.02	0.009
52.32	-0.015	0.02	0.009
52.35	-0.005	0.02	0.009
52.39	0.007	0.02	0.009
52.42	0.017	0.02	0.009
52.45	0.027	0.02	0.009
52.49	0.034	0.02	0.009
52.52	0.039	0.02	0.009
52.55	0.042	0.02	0.009
52.59	0.043	0.02	0.009
52.62	0.041	0.02	0.009
52.65	0.036	0.02	0.009
52.69	0.029	0.02	0.009
52.72	0.021	0.02	0.009
52.75	0.011	0.02	0.009
52.79	0.001	0.02	0.009
52.82	-0.010	0.02	0.009
52.85	-0.019	0.02	0.009
52.89	-0.029	0.02	0.009
52.92	-0.035	0.02	0.009
52.95	-0.039	0.02	0.009
52.99	-0.041	0.02	0.009
53.02	-0.039	0.02	0.009
53.05	-0.035	0.02	0.009
53.09	-0.030	0.02	0.009
53.12	-0.021	0.02	0.009
53.15	-0.011	0.02	0.009
53.19	-0.001	0.02	0.009
53.22	0.009	0.02	0.009
53.25	0.019	0.02	0.009
53.28	0.028	0.02	0.009
53.32	0.035	0.02	0.009
53.35	0.039	0.02	0.009
53.38	0.041	0.02	0.009
53.42	0.041	0.02	0.009
53.45	0.038	0.02	0.009
53.48	0.034	0.02	0.009
53.52	0.027	0.02	0.009
53.55	0.017	0.02	0.009
53.58	0.008	0.02	0.009
53.62	-0.002	0.02	0.009
53.65	-0.012	0.02	0.009
53.68	-0.022	0.02	0.009
53.72	-0.030	0.02	0.009
53.75	-0.036	0.02	0.009
53.78	-0.040	0.02	0.009
53.82	-0.041	0.02	0.009
53.85	-0.039	0.02	0.009
53.88	-0.035	0.02	0.009
53.92	-0.029	0.02	0.009
53.95	-0.020	0.02	0.009
53.98	-0.010	0.02	0.009
54.02	0.000	0.02	0.009
54.05	0.010	0.02	0.009
54.08	0.019	0.02	0.009
54.12	0.027	0.02	0.009
54.15	0.033	0.02	0.009
54.18	0.037	0.02	0.009
54.22	0.039	0.02	0.009
54.25	0.038	0.02	0.009
54.28	0.036	0.02	0.009
54.32	0.030	0.02	0.009
54.35	0.023	0.02	0.009
54.38	0.015	0.02	0.009
54.42	0.006	0.02	0.009
54.45	-0.004	0.02	0.009
54.48	-0.014	0.02	0.009
54.51	-0.022	0.02	0.009
54.55	-0.030	0.02	0.009
54.58	-0.035	0.02	0.009
54.61	-0.038	0.02	0.009
54.65	-0.039	0.02	0.009
54.68	-0.036	0.02	0.009
54.71	-0.031	0.02	0.009
54.75	-0.025	0.02	0.009
54.78	-0.017	0.02	0.009
54.81	-0.008	0.02	0.009
54.85	0.001	0.02	0.009
54.88	0.012	0.02	0.009
54.91	0.019	0.02	0.009
54.95	0.028	0.02	0.009
54.98	0.033	0.02	0.009
55.01	0.037	0.02	0.009
55.05	0.038	0.02	0.009
55.08	0.037	0.02	0.009
55.11	0.034	0.02	0.009
55.15	0.028	0.02	0.009
55.18	0.021	0.02	0.009
55.21	0.013	0.02	0.009
55.25	0.004	0.02	0.009
55.28	-0.005	0.02	0.009
55.31	-0.015	0.02	0.009
55.35	-0.024	0.02	0.009
55.38	-0.030	0.02	0.009
55.41	-0.035	0.02	0.009
55.45	-0.037	0.02	0.009
55.48	-0.037	0.02	0.009
55.51	-0.034	0.02	0.009
55.55	-0.030	0.02	0.009
55.58	-0.024	0.02	0.009
55.61	-0.016	0.02	0.009
55.65	-0.006	0.02	0.009
55.68	0.003	0.02	0.009
55.71	0.012	0.02	0.009
55.74	0.020	0.02	0.009
55.78	0.028	0.02	0.009
55.81	0.033	0.02	0.009
55.84	0.036	0.02	0.009
55.88	0.037	0.02	0.009
55.91	0.036	0.02	0.009
55.94	0.032	0.02	0.009
55.98	0.027	0.02	0.009
56.01	0.020	0.02	0.009
56.04	0.011	0.02	0.009
56.08	0.002	0.02	0.009
56.11	-0.007	0.02	0.009
56.14	-0.016	0.02	0.009
56.18	-0.024	0.02	0.009
56.21	-0.030	0.02	0.009
56.24	-0.033	0.02	0.009
56.28	-0.035	0.02	0.009
